,P_grid,P_curt,P_sto,E_sto
2011-11-29 00:00:00,1.3233846153846152,0,0.8033846153846151,6.75
2011-11-29 00:30:00,3,0,2.472,7.151692307692308
2011-11-29 01:00:00,3,0,2.504,8.387692307692308
2011-11-29 01:30:00,0,0,-0.524,9.639692307692307
2011-11-29 02:00:00,3,0,2.582,9.377692307692307
2011-11-29 02:30:00,0,0,-0.402,10.668692307692307
2011-11-29 03:00:00,0,0,-0.434,10.467692307692307
2011-11-29 03:30:00,0,0,-0.41200000000000003,10.250692307692308
2011-11-29 04:00:00,0,0,-0.508,10.044692307692308
2011-11-29 04:30:00,0,0,-0.516,9.790692307692307
2011-11-29 05:00:00,0,0,-0.462,9.532692307692306
2011-11-29 05:30:00,0,0,-0.49,9.301692307692306
2011-11-29 06:00:00,0,0,-0.5033846153846149,9.056692307692307
2011-11-29 06:30:00,0,0,-0.9450000000000003,8.805
2011-11-29 07:00:00,0,0,-0.35376923076923106,8.3325
2011-11-29 07:30:00,0,0,-0.23876923076922907,8.155615384615384
2011-11-29 08:00:00,0,0,0.0953076923076921,8.03623076923077
2011-11-29 08:30:00,0,0,0.39976923076923043,8.083884615384616
2011-11-29 09:00:00,0,0,0.6756153846153836,8.28376923076923
2011-11-29 09:30:00,0,0,0.9786923076923095,8.621576923076923
2011-11-29 10:00:00,0,0,1.2111538461538451,9.110923076923077
2011-11-29 10:30:00,0,0,1.095307692307692,9.7165
2011-11-29 11:00:00,0,0,0.8935384615384621,10.264153846153846
2011-11-29 11:30:00,0,0,0.8193846153846138,10.710923076923077
2011-11-29 12:00:00,0,0,1.0056153846153855,11.120615384615384
2011-11-29 12:30:00,0,0,1.387076923076922,11.623423076923077
2011-11-29 13:00:00,0,0,0.881384615384615,12.316961538461538
2011-11-29 13:30:00,0,0,0.9007692307692317,12.757653846153845
2011-11-29 14:00:00,0,0,0.5839230769230781,13.208038461538461
2011-11-29 14:30:00,0.05323076923076919,0,0,13.5
2011-11-29 15:00:00,0.04007692307692312,0,0,13.5
2011-11-29 15:30:00,0.22107692307692295,0,0,13.5
2011-11-29 16:00:00,0.383076923076923,0,0,13.5
2011-11-29 16:30:00,0.11546153846153828,0,-0.07861538461538586,13.5
2011-11-29 17:00:00,0,0,0.07861538461538586,13.460692307692307
2011-11-29 17:30:00,0.43607692307692314,0,0,13.5
2011-11-29 18:00:00,1.2141538461538464,0,0,13.5
2011-11-29 18:30:00,1.2383846153846154,0,0,13.5
2011-11-29 19:00:00,1.1893846153846153,0,0,13.5
2011-11-29 19:30:00,1.166,0,0,13.5
2011-11-29 20:00:00,1.224,0,0,13.5
2011-11-29 20:30:00,1.1179999999999999,0,0,13.5
2011-11-29 21:00:00,1.306,0,0,13.5
2011-11-29 21:30:00,1.256,0,0,13.5
